pair_id,left_article_id,right_article_id,left_publisher,right_publisher,left_url,right_url,left_title,right_title,left_description,right_description,similarity_evidence,predicted_relation,manual_relation,duplicate_family_id,review_notes
pair_d4b13cbfee09,2b6b4100e377f694,5fb73b242b014bcd,vietnamnet.vn,vietnamnet.vn,https://vietnamnet.vn/tin-tuc-thoi-su-2-9-tam-giu-hinh-su-4-nguoi-vu-hanh-hung-tai-xe-o-mong-cai-2551356.html,https://vietnamnet.vn/vu-hanh-hung-tai-xe-taxi-o-mong-cai-tam-giu-hinh-su-4-nguoi-2551346.html,Tin tức Thời sự 2/9: Tạm giữ hình sự 4 người vụ hành hung tài xế ở Móng Cái,Vụ hành hung tài xế taxi ở Móng Cái: Tạm giữ hình sự 4 người,"4 người bị tạm giữ hình sự liên quan vụ hành hung tài xế taxi ở Móng Cái; Thứ trưởng Bộ Y tế bị bắt tạm giam; cháy tại trường tiểu học, phát hiện một phó hiệu trưởng tử vong là những tin tức thời sự đáng chú ý ngày 2/9.","4 người liên quan vụ hành hung tài xế taxi ở phường Móng Cái 1, TP. Quảng Ninh đã bị cơ quan chức năng tạm giữ hình sự.",event_semantic_overlap_title_sim=0.86_desc_cont=0.48,SAME_EVENT_INDEPENDENT,,,Borderline candidate: high similarity but independent journalistic phrasing
pair_2964b604747b,8a3e7ce1b6019e3e,1421b9f544626936,vietnamnet.vn,vietnamnet.vn,https://vietnamnet.vn/du-bao-thoi-tiet-20-9-mien-bac-nang-34-do-trung-va-nam-bo-co-noi-mua-rat-to-2555523.html,https://vietnamnet.vn/du-bao-thoi-tiet-12-9-2026-mien-bac-nang-33-do-trung-bo-mua-lon-xoi-xa-2547654.html,"Dự báo thời tiết 20/9: Miền Bắc nắng 34 độ, Trung và Nam Bộ có nơi mưa rất to","Dự báo thời tiết 12/9/2026: Miền Bắc nắng 33 độ, Trung Bộ mưa lớn xối xả","Dự báo thời tiết ngày 20/9/2026, miền Bắc duy trì ngày nắng, Hà Nội có nơi 34 độ. Từ Nghệ An đến Đà Nẵng, duyên hải Nam Trung Bộ và cao nguyên Trung Bộ, Nam Bộ có nơi mưa to đến rất to.","Dự báo thời tiết ngày 12/9/2026, miền Bắc chủ yếu ít mưa, ngày trời tạnh ráo và có nắng với nhiệt độ cao nhất 33 độ. Trung Bộ, cao nguyên Trung Bộ và Nam Bộ cục bộ có nơi mưa rất to.",event_semantic_overlap_title_sim=0.74_desc_cont=0.38,SAME_EVENT_INDEPENDENT,,,Independent reporting of common event / topic
pair_eac1248c75cd,a237e9842f465aca,9b25811e483746e1,vietnamnet.vn,vietnamnet.vn,https://vietnamnet.vn/chay-nha-xuong-o-ha-noi-khoi-den-cuon-cuon-2549760.html,https://vietnamnet.vn/chay-day-nha-dan-ket-hop-xuong-san-xuat-o-ha-noi-khoi-den-boc-cuon-cuon-2550174.html,"Cháy nhà xưởng ở Hà Nội, khói đen cuồn cuộn","Cháy dãy nhà dân kết hợp xưởng sản xuất ở Hà Nội, khói đen bốc cuồn cuộn","Khoảng 8h07 ngày 28/8, một vụ cháy nhà xưởng đã xảy ra ở khu vực đường Biên Giang (phường Chương Mỹ, Hà Nội).","Trưa 11/9, một vụ cháy dãy nhà dân kết hợp xưởng sản xuất xảy ra tại thôn Đồng Nhân, xã An Khánh (Hà Nội).",event_semantic_overlap_title_sim=0.74_desc_cont=0.17,SAME_EVENT_INDEPENDENT,,,Independent reporting of common event / topic
pair_0fd002d9ddce,d8a396b954b09c4f,ec488781bcc0932e,vietnamnet.vn,vietnamnet.vn,https://vietnamnet.vn/du-bao-thoi-tiet-23-8-2026-mien-bac-mua-lon-don-dap-o-quang-ninh-hai-phong-2547712.html,https://vietnamnet.vn/du-bao-thoi-tiet-14-9-2026-mien-bac-mua-lon-don-dap-ha-noi-giam-nhiet-manh-2547647.html,"Dự báo thời tiết 23/8/2026: Miền Bắc tiếp tục mưa lớn, dồn dập nhất ở 4 tỉnh","Dự báo thời tiết 14/9/2026: Miền Bắc mưa lớn dồn dập, Hà Nội giảm nhiệt mạnh","Dự báo thời tiết ngày 23/8/2026, bão số 4 tiếp tục hoạt động trên vùng biển Quảng Ninh - Hải Phòng, mạnh cấp 8, giật cấp 10; gây mưa lớn ở Bắc Bộ và Thanh Hóa, nguy cơ ngập úng, lũ quét, sạt lở đất.","Dự báo thời tiết ngày 14/9/2026, ảnh hưởng hoàn lưu áp thấp nhiệt đới, khu vực từ Thanh Hóa đến Quảng Trị, trung du và đồng bằng Bắc Bộ có mưa lớn. Cao nguyên Trung Bộ và Nam Bộ mưa to cục bộ.",event_semantic_overlap_title_sim=0.74_desc_cont=0.18,SAME_EVENT_INDEPENDENT,,,Independent reporting of common event / topic
pair_5486c8ed9900,1421b9f544626936,0ed8092d9b970917,vietnamnet.vn,vietnamnet.vn,https://vietnamnet.vn/du-bao-thoi-tiet-12-9-2026-mien-bac-nang-33-do-trung-bo-mua-lon-xoi-xa-2547654.html,https://vietnamnet.vn/du-bao-thoi-tiet-11-9-2026-mien-bac-con-mua-rai-rac-trung-bo-va-nam-bo-mua-lon-2547657.html,"Dự báo thời tiết 12/9/2026: Miền Bắc nắng 33 độ, Trung Bộ mưa lớn xối xả","Dự báo thời tiết 11/9/2026: Miền Bắc còn mưa rải rác, Trung Bộ và Nam Bộ mưa lớn","Dự báo thời tiết ngày 12/9/2026, miền Bắc chủ yếu ít mưa, ngày trời tạnh ráo và có nắng với nhiệt độ cao nhất 33 độ. Trung Bộ, cao nguyên Trung Bộ và Nam Bộ cục bộ có nơi mưa rất to.","Dự báo thời tiết ngày 11/9/2026, không khí lạnh tiếp tục tăng cường khiến miền Bắc còn mưa giông trong buổi sáng. Trung Bộ, cao nguyên Trung Bộ và Nam Bộ tiếp tục mưa lớn diện rộng.",event_semantic_overlap_title_sim=0.74_desc_cont=0.36,SAME_EVENT_INDEPENDENT,,,Independent reporting of common event / topic
pair_ae70eff6e406,3fa64a668b93343c,9aec7a4463dc0461,vietnamnet.vn,vietnamnet.vn,https://vietnamnet.vn/phat-hien-2-anh-em-ruot-tu-vong-trong-vuon-dua-o-dong-thap-2552407.html,https://vietnamnet.vn/tin-tuc-thoi-su-6-9-phat-hien-2-anh-em-ruot-tu-vong-trong-vuon-dua-o-dong-thap-2552475.html,Phát hiện 2 anh em ruột tử vong trong vườn dừa,Tin tức Thời sự 6/9: Phát hiện 2 anh em ruột tử vong trong vườn dừa ở Đồng Tháp,"Hai anh em ruột ở xã Mỹ Tịnh An, tỉnh Đồng Tháp, được phát hiện tử vong trong vườn dừa. Công an đã khám nghiệm hiện trường để làm rõ nguyên nhân.","Hai anh em nghi bị điện giật tử vong trong vườn dừa ở Đồng Tháp; cháy căn hộ chung cư tại Hà Nội lúc rạng sáng, ba mẹ con thoát nạn; xe khách gặp tai nạn trên cao tốc là những tin tức thời sự đáng chú ý ngày 6/9.",event_semantic_overlap_title_sim=0.74_desc_cont=0.23,SAME_EVENT_INDEPENDENT,,,Independent reporting of common event / topic
pair_c830c462fea2,85ddef7aaefa196a,e1b5dffddca6910e,vietnamnet.vn,vietnamnet.vn,https://vietnamnet.vn/tin-tuc-thoi-su-16-9-chay-nha-4-tang-o-ha-noi-khien-5-nguoi-tu-vong-2555796.html,https://vietnamnet.vn/hien-truong-tan-hoang-vu-chay-nha-4-tang-khien-5-nguoi-tu-vong-o-ha-noi-2555573.html,Tin tức Thời sự 16/9: Cháy nhà 4 tầng ở Hà Nội khiến 5 người tử vong,Hiện trường tan hoang vụ cháy nhà 4 tầng khiến 5 người tử vong ở Hà Nội,"Cháy nhà 4 tầng ở Tây Hồ (Hà Nội) khiến 5 người tử vong; ô tô Mercedes tông liên hoàn 3 xe máy dừng đèn đỏ ở TPHCM,... là các tin tức thời sự đáng chú ý ngày 16/09/2026.","Sáng 16/9, lực lượng chức năng tiếp tục phong tỏa hiện trường vụ cháy nhà 4 tầng khiến 5 người tử vong tại ngách 264/2 Thụy Khuê (phường Tây Hồ, TP Hà Nội).",event_semantic_overlap_title_sim=0.74_desc_cont=0.26,SAME_EVENT_INDEPENDENT,,,Independent reporting of common event / topic
pair_a98620a0ea12,9eea2da9322d6727,1421b9f544626936,vietnamnet.vn,vietnamnet.vn,https://vietnamnet.vn/du-bao-thoi-tiet-3-9-2026-mien-bac-trung-bo-nang-nong-dien-rong-2547674.html,https://vietnamnet.vn/du-bao-thoi-tiet-12-9-2026-mien-bac-nang-33-do-trung-bo-mua-lon-xoi-xa-2547654.html,"Dự báo thời tiết 3/9/2026: Miền Bắc, Trung Bộ nắng nóng diện rộng","Dự báo thời tiết 12/9/2026: Miền Bắc nắng 33 độ, Trung Bộ mưa lớn xối xả","Dự báo thời tiết ngày 3/9/2026, nắng nóng diện rộng ở miền Bắc và Trung Bộ, có nơi nắng nóng gay gắt. Cao nguyên Trung Bộ và Nam Bộ cũng có nắng đến 35 độ, đề phòng mưa giông vào chiều tối.","Dự báo thời tiết ngày 12/9/2026, miền Bắc chủ yếu ít mưa, ngày trời tạnh ráo và có nắng với nhiệt độ cao nhất 33 độ. Trung Bộ, cao nguyên Trung Bộ và Nam Bộ cục bộ có nơi mưa rất to.",event_semantic_overlap_title_sim=0.74_desc_cont=0.37,SAME_EVENT_INDEPENDENT,,,Independent reporting of common event / topic
pair_6c8d13ac464c,d82098c238690f97,9f54e1419eed9b71,vietnamnet.vn,vietnamnet.vn,https://vietnamnet.vn/nguoi-ha-noi-do-ra-duong-di-bao-du-mua-lon-sau-chien-thang-cua-tuyen-viet-nam-2547069.html,https://vietnamnet.vn/dong-nguoi-un-un-tren-duong-ha-noi-mung-doi-tuyen-viet-nam-chien-thang-2543014.html,Người Hà Nội đổ ra đường &apos;đi bão&apos; trong mưa lớn sau chiến thắng của tuyển Việt Nam,Dòng người ùn ùn trên đường Hà Nội mừng đội tuyển Việt Nam chiến thắng,"Tuyển Việt Nam đánh bại Thái Lan với tỷ số 2-0 tạo lợi thế lớn trước trận chung kết lượt về ASEAN Cup. Dù thời tiết mưa lớn, những người hâm mộ ở Hà Nội vẫn đổ ra đường mừng chiến thắng của đội tuyển nước nhà.","Ngay sau khi đội tuyển Việt Nam chiến thắng Thái Lan, giành chức vô địch ASEAN Cup 2026, hàng nghìn người dân đã đổ xuống các tuyến phố của Hà Nội để ăn mừng, tạo nên không khí vô cùng náo nhiệt.",event_semantic_overlap_title_sim=0.73_desc_cont=0.17,SAME_EVENT_INDEPENDENT,,,Independent reporting of common event / topic
pair_409fca195422,862a0ff6bd6969ec,9bbe1256e689933d,vietnamnet.vn,vietnamnet.vn,https://vietnamnet.vn/dieu-tra-vu-nguoi-phu-nu-tu-vong-tai-nha-rieng-o-quang-tri-2553155.html,https://vietnamnet.vn/phat-hien-thi-the-nguoi-phu-nu-trong-nha-rieng-o-lao-cai-2552466.html,Người phụ nữ tử vong tại nhà riêng,Phát hiện người phụ nữ tử vong tại nhà ở Lào Cai,"Sáng 8/9, người dân phát hiện một phụ nữ tử vong tại nhà riêng ở thôn Quy Đạt, xã Minh Hóa, tỉnh Quảng Trị.","Một người phụ nữ được phát hiện tử vong tại nhà ở phường Trung Tâm, tỉnh Lào Cai. Bà sống cùng hai người con đều gặp vấn đề về nhận thức.",event_semantic_overlap_title_sim=0.73_desc_cont=0.21,SAME_EVENT_INDEPENDENT,,,Independent reporting of common event / topic
pair_3d46cfd3a77c,eb00494755ae1896,d28cfb8f44ccc628,vietnamnet.vn,vietnamnet.vn,https://vietnamnet.vn/du-bao-thoi-tiet-9-9-2026-mien-bac-nang-34-do-truoc-khi-khong-khi-lanh-tran-ve-2547661.html,https://vietnamnet.vn/du-bao-thoi-tiet-10-9-2026-khong-khi-lanh-tran-ve-mien-bac-va-trung-bo-mua-lon-2547659.html,Dự báo thời tiết 9/9/2026: Miền Bắc nắng 34 độ trước khi không khí lạnh tràn về,"Dự báo thời tiết 10/9/2026: Không khí lạnh tràn về, miền Bắc và Trung Bộ mưa lớn","Dự báo thời tiết ngày 9/9/2026, miền Bắc ngày nắng đến 34 độ, từ chiều tối mưa to cục bộ khi không khí lạnh đầu mùa tràn về. Trung Bộ cũng có mưa rào, giông rải rác. Cao nguyên Trung Bộ và Nam Bộ mưa to cục bộ.","Dự báo thời tiết ngày 10/9/2026, không khí lạnh kết hợp dải hội tụ nhiệt đới gây mưa giông diện rộng tại Bắc Bộ và Trung Bộ; cục bộ có nơi mưa rất to. Cao nguyên Trung Bộ và Nam Bộ cũng mưa to cục bộ.",event_semantic_overlap_title_sim=0.73_desc_cont=0.39,SAME_EVENT_INDEPENDENT,,,Independent reporting of common event / topic
pair_25ac362dbd06,351a6eda3a85fd2d,df51303d9ec5ed52,dantri.com.vn,vnexpress.net,https://dantri.com.vn/thoi-su/tau-cho-gan-175000-tan-quang-sat-gap-su-co-tren-vung-bien-quang-ngai-20260920123814494.htm,https://vnexpress.net/tau-nuoc-ngoai-cho-hon-174-000-tan-quang-gap-su-co-o-quang-ngai-5122424.html,Tàu chở gần 175.000 tấn quặng sắt gặp sự cố trên vùng biển Quảng Ngãi,Tàu nước ngoài chở hơn 174.000 tấn quặng gặp sự cố ở Quảng Ngãi,(Dân trí) - Tàu chở quặng sắt từ Malaysia về cảng Dung Quất (Quảng Ngãi) gặp sự cố nghi do va phải đá ngầm. Nước tràn vào một số khoang khiến tàu nghiêng nhẹ.,"Tàu Merchant Mariner chở 174.614 tấn quặng từ Malaysia về Dung Quất bị nước tràn vào két nước khi cách khu neo gần 28 km, nghi va vào đá ngầm, ngày 18/9.",event_semantic_overlap_title_sim=0.73_desc_cont=0.19,SAME_EVENT_INDEPENDENT,,,Recall probe: cross-outlet candidate probing potential syndication boundary
pair_a8a7de4307b5,4bd7199e2d501316,d87e96ab383ae8c1,dantri.com.vn,thanhnien.vn,https://dantri.com.vn/the-gioi/houthi-tan-cong-thu-do-riyadh-cua-a-rap-xe-ut-xung-dot-leo-thang-20260920144559046.htm,https://thanhnien.vn/houthi-lan-dau-tan-cong-thu-do-a-rap-xe-ut-18526092017484968.htm,"Houthi tấn công thủ đô Riyadh của Ả rập Xê út, xung đột leo thang",Houthi lần đầu tấn công thủ đô Ả Rập Xê Út,(Dân trí) - Lực lượng Houthi ở Yemen ngày 20/9 tuyên bố phóng loạt tên lửa và máy bay không người lái vào thủ đô Riyadh và các cơ sở dầu mỏ của Ả rập Xê út. Vụ việc cho thấy xung đột Trung Đông leo thang đáng kể.,Lực lượng Houthi tại Yemen tuyên bố đã tấn công các địa điểm ‘nhạy cảm’ ở thủ đô Riyadh của Ả Rập Xê Út vào ngày 19.9 bằng tên lửa và máy bay không người lái; vụ việc diễn ra chỉ vài giờ sau khi người ta nhìn thấy ngọn lửa và cột khói lớn bốc lên gần sân bay chính của thành phố.,event_semantic_overlap_title_sim=0.72_desc_cont=0.35,SAME_EVENT_INDEPENDENT,,,Recall probe: cross-outlet candidate probing potential syndication boundary
pair_985bd75a748a,3a1532ac13afe3f3,3d47510295fd069e,vietnamnet.vn,dantri.com.vn,https://vietnamnet.vn/bat-khan-cap-7-doi-tuong-vu-lao-o-to-vao-dam-dong-truoc-quan-nhau-o-tphcm-2557127.html,https://dantri.com.vn/phap-luat/bat-khan-cap-7-doi-tuong-trong-vu-o-to-tong-nguoi-va-loat-xe-may-o-tphcm-20260920213428779.htm,Bắt khẩn cấp 7 đối tượng vụ lao ô tô vào đám đông trước quán nhậu ở TPHCM,Bắt khẩn cấp 7 đối tượng trong vụ ô tô tông người và loạt xe máy ở TPHCM,"Công an TPHCM đã bắt khẩn cấp 7 người để điều tra vụ xô xát xảy ra trên đường Nguyễn Biểu, phường Chợ Quán, trong đó một người lái ô tô tông vào đám đông khiến một người bị thương.","(Dân trí) - Sau va chạm và cự cãi trước quán ăn ở phường Chợ Quán (TPHCM), nam tài xế lái ô tô tông thẳng vào nhóm người và loạt xe máy. Công an đã bắt khẩn cấp 7 đối tượng liên quan.",event_semantic_overlap_title_sim=0.70_desc_cont=0.26,SAME_EVENT_INDEPENDENT,,,Recall probe: cross-outlet candidate probing potential syndication boundary
