pair_id,bucket,left_article_id,right_article_id,left_publisher,right_publisher,left_url,right_url,left_title,right_title,left_description,right_description,title_jaccard,desc_jaccard,number_jaccard,hours_apart,predicted_relation,manual_relation,duplicate_family_id,review_notes
qc_0011,PREDICTED_SAME_EVENT_INDEPENDENT,70ead58afccac978,44b583be60b8f385,vietnamnet,vietnamnet,https://vietnamnet.vn/du-bao-thoi-tiet-5-9-2026-ca-nuoc-nang-nhe-sang-khai-giang-chieu-co-the-mua-2547669.html,https://vietnamnet.vn/du-bao-thoi-tiet-28-8-2026-mien-bac-mua-rai-rac-truoc-khi-hung-tiep-dot-mua-lon-2547692.html,"Dự báo thời tiết 5/9/2026: Cả nước nắng nhẹ sáng khai giảng, chiều có thể mưa",Dự báo thời tiết 28/8/2026: Miền Bắc mưa rải rác trước khi hứng tiếp đợt mưa lớn,"Dự báo thời tiết ngày 5/9/2026, Bắc Bộ và Thanh Hóa đến Hà Tĩnh có nắng nóng cục bộ; các khu vực khác ở Trung Bộ và Nam Bộ chiều và tối có mưa rào và giông rải rác, cục bộ có nơi mưa to.","Dự báo thời tiết ngày 28/8/2026, miền Bắc có mưa rào và giông rải rác, cục bộ có nơi mưa to. Trung Bộ có nắng, nhiều nơi nắng nóng. Cao nguyên Trung Bộ và Nam Bộ chiều tối có mưa giông.",0.094,0.407,0.2,188.9,SAME_EVENT_INDEPENDENT,,,headline_or_lede_overlap_without_copy_level_description_match
qc_0012,PREDICTED_SAME_EVENT_INDEPENDENT,4facf45191f15bc6,8439ac65384cb713,tuoitre,vnexpress,https://tuoitre.vn/nam-2027-chua-thi-diem-thi-tot-nghiep-thpt-tren-may-tinh-100260920193150321.htm,https://vnexpress.net/chua-thi-diem-thi-tot-nghiep-thpt-tren-may-tinh-nam-2027-5122463.html,Năm 2027 chưa thí điểm thi tốt nghiệp THPT trên máy tính,Chưa thí điểm thi tốt nghiệp THPT trên máy tính năm 2027,Phó thủ tướng Lê Tiến Châu chỉ đạo chưa tổ chức thí điểm thi trên máy tính đối với kỳ thi tốt nghiệp THPT năm 2027 như Bộ Giáo dục và Đào tạo đã đề xuất. Việc tổ chức thi phải đặt công bằng giữa các thí sinh là nguyên tắc cao nhất.,"Phó Thủ tướng chỉ đạo chưa thí điểm thi tốt nghiệp THPT trên máy tính vào năm 2027 như đề xuất của Bộ Giáo dục và Đào tạo, đảm bảo nguyên tắc công bằng giữa các thí sinh.",0.833,0.397,1.0,6.9,SAME_EVENT_INDEPENDENT,,,headline_or_lede_overlap_without_copy_level_description_match
qc_0013,RECALL_PROBE_HIGH_TITLE_LOW_DESC,e4f35989283e2d77,549a6e772f4a960d,vietnamnet,vietnamnet,https://vietnamnet.vn/mo-lai-phien-toa-xet-xu-tai-xe-tong-tu-vong-nu-sinh-o-vinh-long-2551614.html,https://vietnamnet.vn/xet-xu-tai-xe-tong-tu-vong-nu-sinh-o-vinh-long-2550016.html,Mở lại phiên tòa xét xử tài xế tông tử vong nữ sinh ở Vĩnh Long,Xét xử tài xế tông tử vong nữ sinh ở Vĩnh Long,"Ngày 17/9, Tòa án Nhân dân khu vực 4 - Vĩnh Long sẽ mở lại phiên xét xử bị cáo Nguyễn Văn Bảo Trung, tài xế xe tải tông tử vong nữ sinh Nguyễn Ngọc Bảo Trân.","Hôm nay, TAND khu vực 4 - Vĩnh Long mở phiên xét xử sơ thẩm bị cáo Nguyễn Văn Bảo Trung, tài xế xe tải trong vụ tai nạn khiến nữ sinh Nguyễn Ngọc Bảo Trân (SN 2010) tử vong.",0.733,0.396,0.25,14.1,SAME_EVENT_INDEPENDENT,,,headline_or_lede_overlap_without_copy_level_description_match
qc_0014,RECALL_PROBE_HIGH_TITLE_LOW_DESC,c361de2efa420eb3,44e9c6dc680f526d,vietnamnet,thanhnien,https://vietnamnet.vn/tphcm-tim-nhan-chung-ve-noi-chon-cat-hon-100-liet-si-mau-than-1968-o-go-vap-2556641.html,https://thanhnien.vn/tim-nhan-chung-ve-noi-chon-cat-liet-si-mau-than-1968-o-go-vap-185260920151302116.htm,TPHCM tìm nhân chứng về nơi chôn cất hơn 100 liệt sĩ Mậu Thân 1968 ở Gò Vấp,Tìm nhân chứng về nơi chôn cất liệt sĩ Mậu Thân 1968 ở Gò Vấp,"Bộ Tư lệnh TPHCM đang phối hợp xác minh thông tin phục vụ tìm kiếm, quy tập hài cốt hơn 100 liệt sĩ hy sinh trong Tết Mậu Thân 1968, nghi được chôn tại khu vực nay là Đài tưởng niệm liệt sĩ quận Gò Vấp (cũ).","Bộ Tư lệnh TP.HCM kêu gọi cung cấp thông tin về các trường hợp hy sinh trong Tết Mậu Thân 1968, được cho là chôn cất tại khu vực Đài tưởng niệm liệt sĩ quận Gò Vấp cũ.",0.722,0.297,0.5,0.9,SAME_EVENT_INDEPENDENT,,,headline_or_lede_overlap_without_copy_level_description_match
qc_0015,RECALL_PROBE_HIGH_TITLE_LOW_DESC,80403dc30adf91ae,994bc7ec7e68bd3c,vietnamnet,vietnamnet,https://vietnamnet.vn/thoi-su-sang-19-9-tim-thay-thi-the-nam-sinh-bi-nuoc-cuon-xuong-cong-o-ha-noi-2556535.html,https://vietnamnet.vn/tim-thay-thi-the-nam-sinh-bi-nuoc-cuon-xuong-cong-o-ha-noi-2556377.html,Thời sự sáng 19/9: Tìm thấy thi thể nam sinh bị nước cuốn xuống cống ở Hà Nội,Tìm thấy thi thể nam sinh bị nước cuốn xuống cống ở Hà Nội,"Tìm thấy thi thể nam sinh viên bị nước cuốn xuống cống ở Hà Nội; bắt khẩn cấp bố của cô gái mang thai giả trong vụ nhiều người kéo đến bệnh viện to tiếng,... là các thông tin thời sự đáng chú ý trong sáng 19/09/2026.","Một nam sinh viên bị nước cuốn xuống cống trên phố Viên, phường Đông Ngạc, TP Hà Nội. Lực lượng chức năng vừa tìm thấy thi thể nam sinh này.",0.722,0.188,,15.2,SAME_EVENT_INDEPENDENT,,,headline_or_lede_overlap_without_copy_level_description_match
qc_0016,RECALL_PROBE_HIGH_TITLE_LOW_DESC,67190b7a45109b90,0feea08b6ada8155,vietnamnet,vietnamnet,https://vietnamnet.vn/bien-nguoi-tphcm-di-bao-xuyen-dem-mung-tuyen-viet-nam-chien-thang-2548202.html,https://vietnamnet.vn/bien-nguoi-tphcm-di-bao-xuyen-dem-mung-tuyen-viet-nam-vo-dich-2549546.html,Biển người TPHCM &apos;đi bão&apos; xuyên đêm mừng tuyển Việt Nam chiến thắng,Biển người TPHCM &apos;đi bão&apos; xuyên đêm mừng tuyển Việt Nam vô địch,"Hàng nghìn người đổ về các tuyến đường trung tâm TPHCM, phất cờ, reo hò, hòa cùng tiếng còi xe sau khi tuyển Việt Nam đánh bại Thái Lan 2-0 ở chung kết lượt đi ASEAN Cup 2026.","Cờ đỏ sao vàng tung bay, tiếng hô “Việt Nam vô địch” vang lên khắp các tuyến đường TPHCM, hòa cùng niềm vui vỡ òa của người hâm mộ sau khi đội tuyển Việt Nam đăng quang ASEAN Cup 2026.",0.714,0.118,0.333,89.1,SAME_EVENT_INDEPENDENT,,,headline_or_lede_overlap_without_copy_level_description_match
qc_0017,RECALL_PROBE_HIGH_TITLE_LOW_DESC,a6be59da59fee088,ad58a261e215e6d9,vietnamnet,vietnamnet,https://vietnamnet.vn/tai-nan-giua-o-to-tai-va-xe-may-o-dong-nai-3-nguoi-tu-vong-tai-cho-2553009.html,https://vietnamnet.vn/tin-tuc-thoi-su-8-9-tai-nan-giua-o-to-tai-va-xe-may-3-nguoi-tu-vong-tai-cho-2553100.html,"Tai nạn giữa ô tô tải và xe máy, 3 người tử vong tại chỗ","Tin tức Thời sự 8/9: Tai nạn giữa ô tô tải và xe máy, 3 người tử vong tại chỗ","Vụ tai nạn giữa ô tô tải và xe máy tại ngã tư Cổng 11 (TP Đồng Nai) khiến một phụ nữ cùng 2 trẻ em tử vong tại chỗ, một trẻ khác bị thương nặng.","Tai nạn giữa ô tô tải và xe máy, 3 người tử vong tại chỗ; cháy xe giường nằm trên cao tốc Cam Lâm - Vĩnh Hảo khiến một người tử vong,... là các tin tức thời sự đáng chú ý hôm nay ngày 8/9/2026.",0.7,0.182,0.167,8.1,SAME_EVENT_INDEPENDENT,,,headline_or_lede_overlap_without_copy_level_description_match
qc_0018,RECALL_PROBE_HIGH_TITLE_LOW_DESC,a7e8e124546dd2fd,e095bf0523c655cb,vietnamnet,vnexpress,https://vietnamnet.vn/chu-tich-ha-noi-yeu-cau-lam-ro-trach-nhiem-vu-nam-sinh-nga-xuong-cong-tu-vong-2557010.html,https://vnexpress.net/ha-noi-yeu-cau-lam-ro-trach-nhiem-vu-nam-sinh-nga-xuong-cong-tu-vong-5122437.html,Chủ tịch Hà Nội yêu cầu làm rõ trách nhiệm liên quan vụ nam sinh ngã xuống cống tử vong,Hà Nội yêu cầu làm rõ trách nhiệm vụ nam sinh ngã xuống cống tử vong,"UBND phường Đông Ngạc (Hà Nội) được giao xác minh phản ánh về tình trạng tuyến đường thường xuyên ngập úng, làm rõ trách nhiệm tổ chức, cá nhân liên quan vụ nam sinh Đại học Mỏ - Địa chất ngã xuống cống tử vong.","Chủ tịch UBND TP Hà Nội yêu cầu làm rõ nguyên nhân, xác định trách nhiệm và giải pháp xử lý vụ nam sinh bị ngã xuống cống tử vong tại phường Đông Ngạc.",0.7,0.169,,0.9,SAME_EVENT_INDEPENDENT,,,headline_or_lede_overlap_without_copy_level_description_match
qc_0019,RECALL_PROBE_HIGH_TITLE_LOW_DESC,4facf45191f15bc6,7829458e2a9c9cd9,tuoitre,thanhnien,https://tuoitre.vn/nam-2027-chua-thi-diem-thi-tot-nghiep-thpt-tren-may-tinh-100260920193150321.htm,https://thanhnien.vn/chua-thi-diem-thi-tot-nghiep-thpt-tren-may-tinh-vao-2027-185260920134257832.htm,Năm 2027 chưa thí điểm thi tốt nghiệp THPT trên máy tính,Chưa thí điểm thi tốt nghiệp THPT trên máy tính vào 2027,Phó thủ tướng Lê Tiến Châu chỉ đạo chưa tổ chức thí điểm thi trên máy tính đối với kỳ thi tốt nghiệp THPT năm 2027 như Bộ Giáo dục và Đào tạo đã đề xuất. Việc tổ chức thi phải đặt công bằng giữa các thí sinh là nguyên tắc cao nhất.,Phó thủ tướng Lê Tiến Châu yêu cầu trước mắt chưa tổ chức thí điểm thi trên máy tính đối với kỳ thi tốt nghiệp THPT năm 2027.,0.692,0.393,1.0,5.1,SAME_EVENT_INDEPENDENT,,,headline_or_lede_overlap_without_copy_level_description_match
qc_0020,RECALL_PROBE_HIGH_TITLE_LOW_DESC,8439ac65384cb713,7829458e2a9c9cd9,vnexpress,thanhnien,https://vnexpress.net/chua-thi-diem-thi-tot-nghiep-thpt-tren-may-tinh-nam-2027-5122463.html,https://thanhnien.vn/chua-thi-diem-thi-tot-nghiep-thpt-tren-may-tinh-vao-2027-185260920134257832.htm,Chưa thí điểm thi tốt nghiệp THPT trên máy tính năm 2027,Chưa thí điểm thi tốt nghiệp THPT trên máy tính vào 2027,"Phó Thủ tướng chỉ đạo chưa thí điểm thi tốt nghiệp THPT trên máy tính vào năm 2027 như đề xuất của Bộ Giáo dục và Đào tạo, đảm bảo nguyên tắc công bằng giữa các thí sinh.",Phó thủ tướng Lê Tiến Châu yêu cầu trước mắt chưa tổ chức thí điểm thi trên máy tính đối với kỳ thi tốt nghiệp THPT năm 2027.,0.692,0.185,1.0,1.9,SAME_EVENT_INDEPENDENT,,,headline_or_lede_overlap_without_copy_level_description_match
qc_0021,RECALL_PROBE_HIGH_TITLE_LOW_DESC,89603527aa712493,2f2afe55783ede60,vietnamnet,vietnamnet,https://vietnamnet.vn/loi-khai-cua-2-thanh-nien-treu-gheo-co-gai-danh-ban-trai-trong-quan-an-2550623.html,https://vietnamnet.vn/nhom-thanh-nien-treu-gheo-co-gai-danh-ban-trai-trong-quan-an-2549897.html,"Lời khai của 2 thanh niên trêu ghẹo cô gái, đánh bạn trai trong quán ăn","Nhóm thanh niên trêu ghẹo cô gái, đánh bạn trai trong quán ăn","Đinh Xuân Đông và Đinh Văn Lương khai đã chửi bới, khiêu khích rồi dùng tay đánh nhiều lần vào vùng mặt, đầu một nam thanh niên sau khi xảy ra mâu thuẫn tại quán ăn ở Hà Nội.","Thấy cô gái không đáp lại lời trêu ghẹo, nhóm thanh niên quay sang gây gổ rồi đánh bạn trai của cô này trong quán ăn.",0.688,0.033,,14.9,SAME_EVENT_INDEPENDENT,,,headline_or_lede_overlap_without_copy_level_description_match
qc_0022,RECALL_PROBE_HIGH_TITLE_LOW_DESC,5694229701d13f51,fca4464820af609b,vietnamnet,vietnamnet,https://vietnamnet.vn/loi-khai-cua-nhom-doi-tuong-dung-cong-so-8-khong-che-nguoi-ep-viet-giay-no-2552730.html,https://vietnamnet.vn/bat-khan-cap-nhom-doi-tuong-dung-cong-so-8-khong-che-nguoi-ep-viet-giay-no-2548279.html,"Lời khai của nhóm đối tượng dùng còng số 8 khống chế người, ép viết giấy nợ","Bắt khẩn cấp nhóm đối tượng dùng còng số 8 khống chế người, ép viết giấy nợ","Theo lời khai, nhóm đối tượng cho rằng người đàn ông nhiều lần hứa trả nợ nhưng không thực hiện nên tìm đến khống chế, dùng còng số 8 khóa tay và đưa đi nhiều nơi để buộc viết giấy nhận nợ.","Phát hiện con nợ đang dắt khách đi xem đất, Trung và Thành ở Vĩnh Long đến đánh đập, dùng còng số 8 khóa tay chở về nhà riêng ép viết giấy nợ 520 triệu đồng.",0.684,0.086,0.5,652.0,SAME_EVENT_INDEPENDENT,,,headline_or_lede_overlap_without_copy_level_description_match
qc_0023,RECALL_PROBE_HIGH_TITLE_LOW_DESC,f087e321087fbbac,c361de2efa420eb3,dantri,vietnamnet,https://dantri.com.vn/thoi-su/tphcm-tim-nhan-chung-ve-noi-chon-cat-hon-100-liet-si-tran-tet-mau-than-1968-20260920170529063.htm,https://vietnamnet.vn/tphcm-tim-nhan-chung-ve-noi-chon-cat-hon-100-liet-si-mau-than-1968-o-go-vap-2556641.html,TPHCM tìm nhân chứng về nơi chôn cất hơn 100 liệt sĩ trận Tết Mậu Thân 1968,TPHCM tìm nhân chứng về nơi chôn cất hơn 100 liệt sĩ Mậu Thân 1968 ở Gò Vấp,"(Dân trí) - Bộ Tư lệnh TPHCM đang khẩn trương thu thập thông tin, tìm nhân chứng lịch sử nhằm xác minh vị trí chôn cất hơn 100 liệt sĩ hy sinh trong đợt tiến công Tết Mậu Thân 1968 tại khu vực Đài tưởng niệm liệt sĩ Gò Vấp.","Bộ Tư lệnh TPHCM đang phối hợp xác minh thông tin phục vụ tìm kiếm, quy tập hài cốt hơn 100 liệt sĩ hy sinh trong Tết Mậu Thân 1968, nghi được chôn tại khu vực nay là Đài tưởng niệm liệt sĩ quận Gò Vấp (cũ).",0.65,0.296,1.0,2.5,SAME_EVENT_INDEPENDENT,,,headline_or_lede_overlap_without_copy_level_description_match
qc_0024,RECALL_PROBE_HIGH_TITLE_LOW_DESC,298533772fbd6781,2f2afe55783ede60,vietnamnet,vietnamnet,https://vietnamnet.vn/khoi-to-2-thanh-nien-treu-gheo-co-gai-danh-ban-trai-trong-quan-an-2550726.html,https://vietnamnet.vn/nhom-thanh-nien-treu-gheo-co-gai-danh-ban-trai-trong-quan-an-2549897.html,"Khởi tố 2 thanh niên trêu ghẹo cô gái, đánh bạn trai trong quán ăn ở Hà Nội","Nhóm thanh niên trêu ghẹo cô gái, đánh bạn trai trong quán ăn","Hai thanh niên trêu ghẹo cô gái, chửi bới, khiêu khích rồi đánh bạn trai và người can ngăn trong quán ăn, bị khởi tố.","Thấy cô gái không đáp lại lời trêu ghẹo, nhóm thanh niên quay sang gây gổ rồi đánh bạn trai của cô này trong quán ăn.",0.611,0.195,,0.2,SAME_EVENT_INDEPENDENT,,,headline_or_lede_overlap_without_copy_level_description_match
