article_id,title,url,canonical_url,publisher_domain,publisher_id,publisher_group_id,source_system,first_seen_at,published_at,timestamp_confidence,language,publisher_country,description,category,vietnam_relevance,duplicate_family_id,branch,collection_mode,raw_payload_ref
626bd7e2fbd96400,Dự báo thời tiết 4/9/2026: Rìa xa bão số 5 khiến miền Bắc nắng nóng mạnh,https://vietnamnet.vn/du-bao-thoi-tiet-4-9-2026-ria-xa-bao-so-5-khien-mien-bac-nang-nong-manh-2547671.html,https://vietnamnet.vn/du-bao-thoi-tiet-4-9-2026-ria-xa-bao-so-5-khien-mien-bac-nang-nong-manh-2547671.html,vietnamnet.vn,vietnamnet,,rss,2026-09-20T16:13:59Z,2026-09-20T05:27:11Z,publisher_reported,vi,VN,"Dự báo thời tiết ngày 4/9/2026, Bắc Bộ và Trung Bộ duy trì nắng nóng, Hà Nội có nơi trên 36 độ. Cao nguyên Trung Bộ và Nam Bộ tiếp tục có mưa giông do gió mùa tây nam.",,True,,domestic,prospective,data/raw/vietnamese/vietnamese_raw_payloads.jsonl#raw_record_id=f91f978970ce4e7866f90899ac2c79c6a7a972a4a8fa3afb148ae528e93f50b1
d2dd492cca76fc35,Huấn &apos;Hoa Hồng&apos; nói biết trước kết quả xổ số để lừa đảo,https://vietnamnet.vn/huan-hoa-hong-dung-facebook-zalo-de-cho-so-lo-so-de-roi-lua-dao-2551647.html,https://vietnamnet.vn/huan-hoa-hong-dung-facebook-zalo-de-cho-so-lo-so-de-roi-lua-dao-2551647.html,vietnamnet.vn,vietnamnet,,rss,2026-09-20T16:13:59Z,2026-09-03T11:26:26Z,publisher_reported,vi,VN,"Công an phát hiện Huấn Hoa Hồng đăng tải trên Facebook, Zalo nội dung thể hiện biết trước kết quả xổ số để lừa, chiếm đoạt tiền.",,True,,domestic,prospective,data/raw/vietnamese/vietnamese_raw_payloads.jsonl#raw_record_id=2cbac6e13a88895704ce5b077ff8e53e3ab7df1f6a204bebe468318263d8ade1
c17c80e578345427,"13 thanh thiếu niên cầm dao, kiếm truy đuổi nhau bằng xe máy",https://vietnamnet.vn/13-nguoi-cam-dao-kiem-truy-duoi-bang-xe-may-tren-pho-canh-tuong-gay-am-anh-2551428.html,https://vietnamnet.vn/13-nguoi-cam-dao-kiem-truy-duoi-bang-xe-may-tren-pho-canh-tuong-gay-am-anh-2551428.html,vietnamnet.vn,vietnamnet,,rss,2026-09-20T16:13:59Z,2026-09-03T03:46:01Z,publisher_reported,vi,VN,"Sau mâu thuẫn, nhóm thanh thiếu niên ở Sơn La mang dao, kiếm quay lại truy đuổi đối phương bằng xe máy, gây tai nạn khiến 3 người bị thương.",,True,,domestic,prospective,data/raw/vietnamese/vietnamese_raw_payloads.jsonl#raw_record_id=0f33902def80b4d71e65a2d55d3fde362baffd677082cf7a7540e247a61f1243
ccf8f78a99ba379b,Người đàn ông có hình xăm tử vong tại trạm xe buýt ở TPHCM,https://vietnamnet.vn/nguoi-dan-ong-co-hinh-xam-tu-vong-tai-tram-xe-buyt-tphcm-2551439.html,https://vietnamnet.vn/nguoi-dan-ong-co-hinh-xam-tu-vong-tai-tram-xe-buyt-tphcm-2551439.html,vietnamnet.vn,vietnamnet,,rss,2026-09-20T16:13:59Z,2026-09-20T05:34:52Z,publisher_reported,vi,VN,"Nam giới khoảng 35-45 tuổi, cao khoảng 1,65m, vóc dáng gầy, có hình xăm ở tay phải và chân phải được phát hiện tử vong tại một trạm xe buýt ở TPHCM. Công an đang tìm thân nhân người này.",,True,,domestic,prospective,data/raw/vietnamese/vietnamese_raw_payloads.jsonl#raw_record_id=89a72ef787c2b393f8c1f722cfb85786c9db79d28dfc5a790a520e09cb28999e
c5ce884259757928,Hình ảnh đối lập ở hai cửa ngõ TPHCM ngày người dân trở lại làm việc,https://vietnamnet.vn/hinh-anh-doi-lap-o-hai-cua-ngo-tphcm-ngay-nguoi-dan-tro-lai-lam-viec-2551369.html,https://vietnamnet.vn/hinh-anh-doi-lap-o-hai-cua-ngo-tphcm-ngay-nguoi-dan-tro-lai-lam-viec-2551369.html,vietnamnet.vn,vietnamnet,,rss,2026-09-20T16:13:59Z,2026-09-02T13:37:19Z,publisher_reported,vi,VN,"Trái ngược với vẻ thông thoáng bất ngờ ở hướng cao tốc TPHCM - Long Thành - Dầu Giây vào chiều ngày cuối kỳ nghỉ lễ, cửa ngõ phía Tây rơi vào cảnh ùn ứ kéo dài.",,True,,domestic,prospective,data/raw/vietnamese/vietnamese_raw_payloads.jsonl#raw_record_id=36eb8452767e154e6a0155815b96096aeb89fcfaba3bd9d41f53f3d646c3d62b
2b6b4100e377f694,Tin tức Thời sự 2/9: Tạm giữ hình sự 4 người vụ hành hung tài xế ở Móng Cái,https://vietnamnet.vn/tin-tuc-thoi-su-2-9-tam-giu-hinh-su-4-nguoi-vu-hanh-hung-tai-xe-o-mong-cai-2551356.html,https://vietnamnet.vn/tin-tuc-thoi-su-2-9-tam-giu-hinh-su-4-nguoi-vu-hanh-hung-tai-xe-o-mong-cai-2551356.html,vietnamnet.vn,vietnamnet,,rss,2026-09-20T16:13:59Z,2026-09-02T12:00:00Z,publisher_reported,vi,VN,"4 người bị tạm giữ hình sự liên quan vụ hành hung tài xế taxi ở Móng Cái; Thứ trưởng Bộ Y tế bị bắt tạm giam; cháy tại trường tiểu học, phát hiện một phó hiệu trưởng tử vong là những tin tức thời sự đáng chú ý ngày 2/9.",,True,,domestic,prospective,data/raw/vietnamese/vietnamese_raw_payloads.jsonl#raw_record_id=0e9395404c78ebf5c09145bcf2bcf07126d321d316cc5bbda096d920fd1e4615
31fb19e179ff6e70,"Vượt biên nhiều lần, nam thanh niên bị bắt tạm giam",https://vietnamnet.vn/vuot-bien-nhieu-lan-nam-thanh-nien-bi-bat-tam-giam-2551387.html,https://vietnamnet.vn/vuot-bien-nhieu-lan-nam-thanh-nien-bi-bat-tam-giam-2551387.html,vietnamnet.vn,vietnamnet,,rss,2026-09-20T16:13:59Z,2026-09-20T05:32:39Z,publisher_reported,vi,VN,"Từng bị phạt 4 triệu đồng về hành vi qua lại biên giới trái phép, Vũ Văn Hùng vẫn nhiều lần tìm cách vượt biên sang Campuchia.",,True,,domestic,prospective,data/raw/vietnamese/vietnamese_raw_payloads.jsonl#raw_record_id=adcb2ed57b23408020af5adb803dda1bb9b7c05eeb51f73f54126e976ea59ca4
baaeabf94c7dced7,"Pháo hoa rực rỡ thắp sáng bầu trời Hà Nội, TPHCM mừng Quốc khánh",https://vietnamnet.vn/phao-hoa-ruc-ro-thap-sang-bau-troi-ha-noi-tphcm-mung-quoc-khanh-2551389.html,https://vietnamnet.vn/phao-hoa-ruc-ro-thap-sang-bau-troi-ha-noi-tphcm-mung-quoc-khanh-2551389.html,vietnamnet.vn,vietnamnet,,rss,2026-09-20T16:13:59Z,2026-09-02T15:55:58Z,publisher_reported,vi,VN,"Tối 2/9, hàng nghìn người dân đổ về trung tâm Hà Nội và TPHCM vui chơi, chờ xem pháo hoa mừng 81 năm Quốc khánh (2/9/1945 - 2/9/2026).",,True,,domestic,prospective,data/raw/vietnamese/vietnamese_raw_payloads.jsonl#raw_record_id=1c3bf5caad8b2e703bd219383fc72efba83624a9c078fba10fc77ca5548b9b54
e0a6fe426a706a37,Ngắm pháo hoa rực sáng trên bầu trời TPHCM mừng Quốc khánh 2/9,https://vietnamnet.vn/ngam-phao-hoa-ruc-sang-tren-bau-troi-tphcm-mung-quoc-khanh-2-9-2551385.html,https://vietnamnet.vn/ngam-phao-hoa-ruc-sang-tren-bau-troi-tphcm-mung-quoc-khanh-2-9-2551385.html,vietnamnet.vn,vietnamnet,,rss,2026-09-20T16:13:59Z,2026-09-02T16:00:39Z,publisher_reported,vi,VN,"Đúng 21h tối 2/9, pháo hoa đồng loạt được bắn tầm cao tại khu vực đầu đường hầm sông Sài Gòn (phường An Khánh) và tầm thấp tại tòa nhà Saigon Marina IFC (phường Sài Gòn).",,True,,domestic,prospective,data/raw/vietnamese/vietnamese_raw_payloads.jsonl#raw_record_id=efb37a63dd0863e4e1c628b4e6abc8108b6b19833825aedfb9c12c8f622f3106
17fc6cae9e4858eb,"Hàng loạt trường hợp bán thuốc đông y bị khởi tố, lộ chất lạ trong ‘thuốc gia truyền’",https://vietnamnet.vn/loat-nguoi-ban-thuoc-dong-y-bi-khoi-to-lo-chat-la-trong-thuoc-gia-truyen-2550740.html,https://vietnamnet.vn/loat-nguoi-ban-thuoc-dong-y-bi-khoi-to-lo-chat-la-trong-thuoc-gia-truyen-2550740.html,vietnamnet.vn,vietnamnet,,rss,2026-09-20T16:13:59Z,2026-09-02T22:00:00Z,publisher_reported,vi,VN,"Từ đầu năm 2026, công an nhiều địa phương liên tiếp phát hiện các đường dây sản xuất thuốc đông y giả. Điểm chung là việc pha trộn tân dược, thậm chí hoạt chất không được phép sử dụng, nhằm tạo tác dụng nhanh cho sản phẩm.",,True,,domestic,prospective,data/raw/vietnamese/vietnamese_raw_payloads.jsonl#raw_record_id=be2ebd286702cea4e0d3d69814fdfb642932d7c9bed5573f3be870f14f965d73
d98bce1c7331e82f,Hình hài tuyến đường ven biển 2.400 tỷ đồng ở Huế sắp về đích,https://vietnamnet.vn/hinh-hai-tuyen-duong-ven-bien-2-400-ty-dong-o-hue-sap-ve-dich-2546002.html,https://vietnamnet.vn/hinh-hai-tuyen-duong-ven-bien-2-400-ty-dong-o-hue-sap-ve-dich-2546002.html,vietnamnet.vn,vietnamnet,,rss,2026-09-20T16:13:59Z,2026-09-20T05:33:23Z,publisher_reported,vi,VN,"Sau hơn 4 năm thi công, tuyến đường bộ và cầu qua cửa biển Thuận An đã cơ bản hoàn thành. Tuyến đường kết nối với hệ thống quốc lộ, tạo trục giao thông liên hoàn ở khu vực ven biển phía đông TP Huế.",,True,,domestic,prospective,data/raw/vietnamese/vietnamese_raw_payloads.jsonl#raw_record_id=c5eb0598613eb450b133c31bf13651b766b98f3b4e458b25a1d6ab58cfec5e2b
9bd9b49724c313c8,Truy tố đối tượng đi mua 2 con dao về đâm bảo vệ bãi xe ở Hà Nội,https://vietnamnet.vn/truy-to-doi-tuong-di-mua-2-con-dao-ve-dam-bao-ve-bai-xe-o-ha-noi-2551367.html,https://vietnamnet.vn/truy-to-doi-tuong-di-mua-2-con-dao-ve-dam-bao-ve-bai-xe-o-ha-noi-2551367.html,vietnamnet.vn,vietnamnet,,rss,2026-09-20T16:13:59Z,2026-09-20T05:32:28Z,publisher_reported,vi,VN,"Do mâu thuẫn liên quan việc thu phí đỗ xe, Phạm Anh Đông và nam bảo vệ đã cãi chửi nhau. Sau đó, Đông ra chợ Hà Đông mua 2 con dao chọc tiết lợn rồi quay lại tìm đối phương.",,True,,domestic,prospective,data/raw/vietnamese/vietnamese_raw_payloads.jsonl#raw_record_id=e768b98472346ec27c7663c66156c13e2220ca336d519a6d0a8a7e48f5bd98f4
14a4955daf419e5f,Về Quảng Ninh đón &apos;Tết Độc lập miền Sán Cố&apos;,https://vietnamnet.vn/ve-quang-tan-don-tet-doc-lap-mien-san-co-2550527.html,https://vietnamnet.vn/ve-quang-tan-don-tet-doc-lap-mien-san-co-2550527.html,vietnamnet.vn,vietnamnet,,rss,2026-09-20T16:13:59Z,2026-08-31T22:00:00Z,publisher_reported,vi,VN,"Cờ đỏ sao vàng phủ sắc đỏ trên những thôn, bản vùng cao Quảng Tân (Quảng Ninh) khi Quốc khánh cận kề. Bên thác Bạch Vân, “Tết Độc lập miền Sán Cố” trở thành điểm hẹn văn hóa, nơi người dân và du khách cùng trải nghiệm sắc màu vùng cao.",,True,,domestic,prospective,data/raw/vietnamese/vietnamese_raw_payloads.jsonl#raw_record_id=f9a3ea0fb16ba2de3e1e7be06f8158adf9a83944fcbfa86b2f898aec06daf98c
9eea2da9322d6727,"Dự báo thời tiết 3/9/2026: Miền Bắc, Trung Bộ nắng nóng diện rộng",https://vietnamnet.vn/du-bao-thoi-tiet-3-9-2026-mien-bac-trung-bo-nang-nong-dien-rong-2547674.html,https://vietnamnet.vn/du-bao-thoi-tiet-3-9-2026-mien-bac-trung-bo-nang-nong-dien-rong-2547674.html,vietnamnet.vn,vietnamnet,,rss,2026-09-20T16:13:59Z,2026-09-20T05:33:36Z,publisher_reported,vi,VN,"Dự báo thời tiết ngày 3/9/2026, nắng nóng diện rộng ở miền Bắc và Trung Bộ, có nơi nắng nóng gay gắt. Cao nguyên Trung Bộ và Nam Bộ cũng có nắng đến 35 độ, đề phòng mưa giông vào chiều tối.",,True,,domestic,prospective,data/raw/vietnamese/vietnamese_raw_payloads.jsonl#raw_record_id=f8ab679ab300ff78e46a9b996479ec2b0b2133970bcaf3fa6a1ad66eb8a66128
